Customer ID,Event,Journey Date,Country,Device Type,Customer Segment,Acquisition Channel,Churn Risk Category,Revenue,D1 Retained,D7 Retained,Funnel Stage,Funnel Stage Order
5168,add_to_cart,2024-01-15,AU,Mobile,High,Referral,High,0,1,0,Intent,3
5168,checkout_start,2024-01-30,AU,Mobile,High,Referral,High,0,1,0,Checkout,4
5168,checkout_complete,2024-01-29,AU,Mobile,High,Referral,High,116,1,0,Purchase,5
5481,page_view,2024-01-10,AU,Mobile,Low,Organic,Low,0,1,1,Awareness,1
5481,product_view,2024-02-23,AU,Mobile,Low,Organic,Low,0,1,1,Consideration,2
5481,add_to_cart,2024-01-01,AU,Mobile,Low,Organic,Low,0,1,1,Intent,3
5481,checkout_start,2024-01-22,AU,Mobile,Low,Organic,Low,0,1,1,Checkout,4
5481,checkout_complete,2024-01-14,AU,Mobile,Low,Organic,Low,69,1,1,Purchase,5
5723,page_view,2024-02-02,AU,Desktop,Low,Referral,Medium,0,1,1,Awareness,1
5723,product_view,2024-01-06,AU,Desktop,Low,Referral,Medium,0,1,1,Consideration,2
5723,add_to_cart,2024-02-16,AU,Desktop,Low,Referral,Medium,0,1,1,Intent,3
5723,checkout_start,2024-01-15,AU,Desktop,Low,Referral,Medium,0,1,1,Checkout,4
5723,checkout_complete,2024-02-20,AU,Desktop,Low,Referral,Medium,51,1,1,Purchase,5
5655,page_view,2024-02-08,UK,Mobile,High,Organic,High,0,1,1,Awareness,1
5655,product_view,2024-01-15,UK,Mobile,High,Organic,High,0,1,1,Consideration,2
5655,add_to_cart,2024-02-24,UK,Mobile,High,Organic,High,0,1,1,Intent,3
5655,checkout_start,2024-01-29,UK,Mobile,High,Organic,High,0,1,1,Checkout,4
5655,checkout_complete,2024-01-11,UK,Mobile,High,Organic,High,236,1,1,Purchase,5
5306,page_view,2024-02-25,UK,Mobile,High,Organic,Low,0,0,0,Awareness,1
5306,product_view,2024-01-28,UK,Mobile,High,Organic,Low,0,0,0,Consideration,2
5306,add_to_cart,2024-01-29,UK,Mobile,High,Organic,Low,0,0,0,Intent,3
5306,checkout_start,2024-01-21,UK,Mobile,High,Organic,Low,0,0,0,Checkout,4
5306,checkout_complete,2024-01-16,UK,Mobile,High,Organic,Low,126,0,0,Purchase,5
5231,page_view,2024-01-15,CA,Mobile,Low,Referral,High,0,1,0,Awareness,1
5231,product_view,2024-02-03,CA,Mobile,Low,Referral,High,0,1,0,Consideration,2
5231,add_to_cart,2024-02-04,CA,Mobile,Low,Referral,High,0,1,0,Intent,3
5231,checkout_start,2024-02-18,CA,Mobile,Low,Referral,High,0,1,0,Checkout,4
5231,checkout_complete,2024-01-24,CA,Mobile,Low,Referral,High,44,1,0,Purchase,5
5422,page_view,2024-01-08,AU,Mobile,Medium,Referral,Low,0,1,1,Awareness,1
5422,product_view,2024-01-15,AU,Mobile,Medium,Referral,Low,0,1,1,Consideration,2
5422,add_to_cart,2024-01-27,AU,Mobile,Medium,Referral,Low,0,1,1,Intent,3
5422,checkout_start,2024-02-15,AU,Mobile,Medium,Referral,Low,0,1,1,Checkout,4
5422,checkout_complete,2024-02-21,AU,Mobile,Medium,Referral,Low,89,1,1,Purchase,5
5049,page_view,2024-01-25,AU,Mobile,High,Paid,High,0,1,0,Awareness,1
5049,product_view,2024-01-30,AU,Mobile,High,Paid,High,0,1,0,Consideration,2
5049,add_to_cart,2024-01-14,AU,Mobile,High,Paid,High,0,1,0,Intent,3
5049,checkout_start,2024-01-07,AU,Mobile,High,Paid,High,0,1,0,Checkout,4
5049,checkout_complete,2024-02-13,AU,Mobile,High,Paid,High,96,1,0,Purchase,5
5787,page_view,2024-01-24,AU,Mobile,High,Paid,Low,0,1,1,Awareness,1
5787,product_view,2024-01-08,AU,Mobile,High,Paid,Low,0,1,1,Consideration,2
5787,add_to_cart,2024-01-11,AU,Mobile,High,Paid,Low,0,1,1,Intent,3
5787,checkout_start,2024-01-13,AU,Mobile,High,Paid,Low,0,1,1,Checkout,4
5787,checkout_complete,2024-01-21,AU,Mobile,High,Paid,Low,151,1,1,Purchase,5
5357,page_view,2024-02-29,UK,Tablet,High,Organic,Medium,0,1,0,Awareness,1
5357,product_view,2024-02-07,UK,Tablet,High,Organic,Medium,0,1,0,Consideration,2
5357,add_to_cart,2024-02-10,UK,Tablet,High,Organic,Medium,0,1,0,Intent,3
5357,checkout_start,2024-01-08,UK,Tablet,High,Organic,Medium,0,1,0,Checkout,4
5357,checkout_complete,2024-01-22,UK,Tablet,High,Organic,Medium,90,1,0,Purchase,5
5086,page_view,2024-01-20,AU,Tablet,Low,Organic,Low,0,1,1,Awareness,1
5086,product_view,2024-02-02,AU,Tablet,Low,Organic,Low,0,1,1,Consideration,2
5086,add_to_cart,2024-01-10,AU,Tablet,Low,Organic,Low,0,1,1,Intent,3
5086,checkout_start,2024-02-09,AU,Tablet,Low,Organic,Low,0,1,1,Checkout,4
5086,checkout_complete,2024-02-19,AU,Tablet,Low,Organic,Low,51,1,1,Purchase,5
5545,page_view,2024-02-08,US,Desktop,Medium,Paid,Low,0,1,1,Awareness,1
5545,product_view,2024-01-02,US,Desktop,Medium,Paid,Low,0,1,1,Consideration,2
5545,add_to_cart,2024-02-07,US,Desktop,Medium,Paid,Low,0,1,1,Intent,3
5545,checkout_start,2024-02-08,US,Desktop,Medium,Paid,Low,0,1,1,Checkout,4
5545,checkout_complete,2024-02-15,US,Desktop,Medium,Paid,Low,129,1,1,Purchase,5
5192,page_view,2024-01-06,UK,Mobile,Medium,Referral,Low,0,1,0,Awareness,1
5192,product_view,2024-01-09,UK,Mobile,Medium,Referral,Low,0,1,0,Consideration,2
5192,add_to_cart,2024-01-06,UK,Mobile,Medium,Referral,Low,0,1,0,Intent,3
5192,checkout_start,2024-01-09,UK,Mobile,Medium,Referral,Low,0,1,0,Checkout,4
5192,checkout_complete,2024-01-31,UK,Mobile,Medium,Referral,Low,142,1,0,Purchase,5
5795,page_view,2024-01-07,AU,Tablet,Medium,Paid,Medium,0,1,1,Awareness,1
5795,product_view,2024-01-11,AU,Tablet,Medium,Paid,Medium,0,1,1,Consideration,2
5795,add_to_cart,2024-01-20,AU,Tablet,Medium,Paid,Medium,0,1,1,Intent,3
5795,checkout_start,2024-01-16,AU,Tablet,Medium,Paid,Medium,0,1,1,Checkout,4
5795,checkout_complete,2024-01-06,AU,Tablet,Medium,Paid,Medium,43,1,1,Purchase,5
5033,page_view,2024-01-12,CA,Mobile,Low,Paid,Low,0,1,0,Awareness,1
5033,product_view,2024-01-23,CA,Mobile,Low,Paid,Low,0,1,0,Consideration,2
5033,add_to_cart,2024-01-12,CA,Mobile,Low,Paid,Low,0,1,0,Intent,3
5033,checkout_start,2024-01-13,CA,Mobile,Low,Paid,Low,0,1,0,Checkout,4
5033,checkout_complete,2024-02-14,CA,Mobile,Low,Paid,Low,44,1,0,Purchase,5
5031,page_view,2024-02-20,UK,Mobile,Medium,Organic,Low,0,1,0,Awareness,1
5031,product_view,2024-02-13,UK,Mobile,Medium,Organic,Low,0,1,0,Consideration,2
5031,add_to_cart,2024-01-18,UK,Mobile,Medium,Organic,Low,0,1,0,Intent,3
5031,checkout_start,2024-01-06,UK,Mobile,Medium,Organic,Low,0,1,0,Checkout,4
5031,checkout_complete,2024-01-19,UK,Mobile,Medium,Organic,Low,57,1,0,Purchase,5
5199,page_view,2024-02-23,US,Mobile,High,Referral,Low,0,1,1,Awareness,1
5199,product_view,2024-01-15,US,Mobile,High,Referral,Low,0,1,1,Consideration,2
5199,add_to_cart,2024-02-02,US,Mobile,High,Referral,Low,0,1,1,Intent,3
5199,checkout_start,2024-01-07,US,Mobile,High,Referral,Low,0,1,1,Checkout,4
5199,checkout_complete,2024-02-18,US,Mobile,High,Referral,Low,155,1,1,Purchase,5
5365,page_view,2024-02-29,US,Desktop,Low,Paid,Medium,0,1,0,Awareness,1
5365,product_view,2024-01-24,US,Desktop,Low,Paid,Medium,0,1,0,Consideration,2
5365,add_to_cart,2024-02-19,US,Desktop,Low,Paid,Medium,0,1,0,Intent,3
5365,checkout_start,2024-02-18,US,Desktop,Low,Paid,Medium,0,1,0,Checkout,4
5365,checkout_complete,2024-02-01,US,Desktop,Low,Paid,Medium,70,1,0,Purchase,5
5486,page_view,2024-02-11,UK,Mobile,Medium,Organic,High,0,0,1,Awareness,1
5486,product_view,2024-02-20,UK,Mobile,Medium,Organic,High,0,0,1,Consideration,2
5486,add_to_cart,2024-02-20,UK,Mobile,Medium,Organic,High,0,0,1,Intent,3
5486,checkout_start,2024-02-27,UK,Mobile,Medium,Organic,High,0,0,1,Checkout,4
5486,checkout_complete,2024-01-03,UK,Mobile,Medium,Organic,High,51,0,1,Purchase,5
5594,page_view,2024-02-11,CA,Mobile,Medium,Paid,High,0,1,1,Awareness,1
5594,product_view,2024-02-13,CA,Mobile,Medium,Paid,High,0,1,1,Consideration,2
5594,add_to_cart,2024-01-14,CA,Mobile,Medium,Paid,High,0,1,1,Intent,3
5594,checkout_start,2024-01-14,CA,Mobile,Medium,Paid,High,0,1,1,Checkout,4
5594,checkout_complete,2024-02-24,CA,Mobile,Medium,Paid,High,41,1,1,Purchase,5
5568,page_view,2024-01-25,US,Mobile,Medium,Organic,High,0,1,1,Awareness,1
5568,product_view,2024-01-20,US,Mobile,Medium,Organic,High,0,1,1,Consideration,2
5568,add_to_cart,2024-01-02,US,Mobile,Medium,Organic,High,0,1,1,Intent,3
5568,checkout_start,2024-02-08,US,Mobile,Medium,Organic,High,0,1,1,Checkout,4
5568,checkout_complete,2024-01-17,US,Mobile,Medium,Organic,High,109,1,1,Purchase,5
5428,page_view,2024-02-05,UK,Desktop,Medium,Referral,Low,0,1,1,Awareness,1
5428,product_view,2024-02-14,UK,Desktop,Medium,Referral,Low,0,1,1,Consideration,2
5428,add_to_cart,2024-01-23,UK,Desktop,Medium,Referral,Low,0,1,1,Intent,3
5428,checkout_start,2024-02-16,UK,Desktop,Medium,Referral,Low,0,1,1,Checkout,4
5428,checkout_complete,2024-01-11,UK,Desktop,Medium,Referral,Low,70,1,1,Purchase,5
5137,page_view,2024-01-20,AU,Mobile,Low,Paid,Low,0,1,1,Awareness,1
5137,product_view,2024-01-08,AU,Mobile,Low,Paid,Low,0,1,1,Consideration,2
5137,add_to_cart,2024-02-12,AU,Mobile,Low,Paid,Low,0,1,1,Intent,3
5137,checkout_start,2024-01-12,AU,Mobile,Low,Paid,Low,0,1,1,Checkout,4
5137,checkout_complete,2024-02-26,AU,Mobile,Low,Paid,Low,20,1,1,Purchase,5
5072,page_view,2024-02-25,US,Desktop,High,Organic,Low,0,1,0,Awareness,1
5072,product_view,2024-02-13,US,Desktop,High,Organic,Low,0,1,0,Consideration,2
5072,add_to_cart,2024-02-25,US,Desktop,High,Organic,Low,0,1,0,Intent,3
5072,checkout_start,2024-01-28,US,Desktop,High,Organic,Low,0,1,0,Checkout,4
5072,checkout_complete,2024-01-15,US,Desktop,High,Organic,Low,190,1,0,Purchase,5
5077,page_view,2024-01-29,AU,Mobile,Medium,Paid,Low,0,1,0,Awareness,1
5077,product_view,2024-01-01,AU,Mobile,Medium,Paid,Low,0,1,0,Consideration,2
5077,add_to_cart,2024-02-24,AU,Mobile,Medium,Paid,Low,0,1,0,Intent,3
5077,checkout_start,2024-02-04,AU,Mobile,Medium,Paid,Low,0,1,0,Checkout,4
5077,checkout_complete,2024-02-06,AU,Mobile,Medium,Paid,Low,109,1,0,Purchase,5
5512,page_view,2024-02-28,US,Mobile,Low,Organic,Medium,0,1,1,Awareness,1
5512,product_view,2024-02-12,US,Mobile,Low,Organic,Medium,0,1,1,Consideration,2
5512,add_to_cart,2024-02-03,US,Mobile,Low,Organic,Medium,0,1,1,Intent,3
5512,checkout_start,2024-01-25,US,Mobile,Low,Organic,Medium,0,1,1,Checkout,4
5512,checkout_complete,2024-01-29,US,Mobile,Low,Organic,Medium,69,1,1,Purchase,5
5783,page_view,2024-02-14,CA,Mobile,Low,Paid,Low,0,1,1,Awareness,1
5783,product_view,2024-02-21,CA,Mobile,Low,Paid,Low,0,1,1,Consideration,2
5783,add_to_cart,2024-01-16,CA,Mobile,Low,Paid,Low,0,1,1,Intent,3
5783,checkout_start,2024-02-19,CA,Mobile,Low,Paid,Low,0,1,1,Checkout,4
5783,checkout_complete,2024-02-19,CA,Mobile,Low,Paid,Low,27,1,1,Purchase,5
5786,page_view,2024-02-24,US,Mobile,High,Paid,High,0,1,0,Awareness,1
5786,product_view,2024-02-24,US,Mobile,High,Paid,High,0,1,0,Consideration,2
5786,add_to_cart,2024-01-26,US,Mobile,High,Paid,High,0,1,0,Intent,3
5786,checkout_start,2024-02-12,US,Mobile,High,Paid,High,0,1,0,Checkout,4
5786,checkout_complete,2024-02-19,US,Mobile,High,Paid,High,237,1,0,Purchase,5
5275,page_view,2024-02-02,CA,Mobile,High,Referral,Low,0,0,0,Awareness,1
5275,product_view,2024-01-01,CA,Mobile,High,Referral,Low,0,0,0,Consideration,2
5275,add_to_cart,2024-01-19,CA,Mobile,High,Referral,Low,0,0,0,Intent,3
5275,checkout_start,2024-01-31,CA,Mobile,High,Referral,Low,0,0,0,Checkout,4
5275,checkout_complete,2024-02-22,CA,Mobile,High,Referral,Low,221,0,0,Purchase,5
5361,page_view,2024-02-10,UK,Desktop,Medium,Paid,High,0,1,0,Awareness,1
5361,product_view,2024-01-25,UK,Desktop,Medium,Paid,High,0,1,0,Consideration,2
5361,add_to_cart,2024-02-17,UK,Desktop,Medium,Paid,High,0,1,0,Intent,3
5361,checkout_start,2024-01-13,UK,Desktop,Medium,Paid,High,0,1,0,Checkout,4
5361,checkout_complete,2024-02-22,UK,Desktop,Medium,Paid,High,112,1,0,Purchase,5
5096,page_view,2024-02-03,AU,Desktop,Medium,Paid,High,0,0,1,Awareness,1
5096,product_view,2024-01-18,AU,Desktop,Medium,Paid,High,0,0,1,Consideration,2
5096,add_to_cart,2024-01-13,AU,Desktop,Medium,Paid,High,0,0,1,Intent,3
5096,checkout_start,2024-02-10,AU,Desktop,Medium,Paid,High,0,0,1,Checkout,4
5096,checkout_complete,2024-01-19,AU,Desktop,Medium,Paid,High,62,0,1,Purchase,5
5641,page_view,2024-01-07,UK,Mobile,Low,Organic,Low,0,1,1,Awareness,1
5641,product_view,2024-01-15,UK,Mobile,Low,Organic,Low,0,1,1,Consideration,2
5641,add_to_cart,2024-01-21,UK,Mobile,Low,Organic,Low,0,1,1,Intent,3
5641,checkout_start,2024-01-19,UK,Mobile,Low,Organic,Low,0,1,1,Checkout,4
5641,checkout_complete,2024-01-29,UK,Mobile,Low,Organic,Low,79,1,1,Purchase,5
5715,page_view,2024-01-14,US,Mobile,Medium,Organic,Low,0,1,1,Awareness,1
5715,product_view,2024-01-10,US,Mobile,Medium,Organic,Low,0,1,1,Consideration,2
5715,add_to_cart,2024-01-02,US,Mobile,Medium,Organic,Low,0,1,1,Intent,3
5715,checkout_start,2024-02-15,US,Mobile,Medium,Organic,Low,0,1,1,Checkout,4
5715,checkout_complete,2024-01-03,US,Mobile,Medium,Organic,Low,48,1,1,Purchase,5
5281,page_view,2024-02-03,UK,Mobile,Medium,Referral,Low,0,1,1,Awareness,1
5281,product_view,2024-02-17,UK,Mobile,Medium,Referral,Low,0,1,1,Consideration,2
5281,add_to_cart,2024-02-06,UK,Mobile,Medium,Referral,Low,0,1,1,Intent,3
5281,checkout_start,2024-01-15,UK,Mobile,Medium,Referral,Low,0,1,1,Checkout,4
5281,checkout_complete,2024-02-05,UK,Mobile,Medium,Referral,Low,83,1,1,Purchase,5
5393,page_view,2024-02-12,UK,Desktop,Medium,Paid,Medium,0,1,0,Awareness,1
5393,product_view,2024-02-24,UK,Desktop,Medium,Paid,Medium,0,1,0,Consideration,2
5393,add_to_cart,2024-01-16,UK,Desktop,Medium,Paid,Medium,0,1,0,Intent,3
5393,checkout_start,2024-02-16,UK,Desktop,Medium,Paid,Medium,0,1,0,Checkout,4
5393,checkout_complete,2024-01-25,UK,Desktop,Medium,Paid,Medium,54,1,0,Purchase,5
5628,page_view,2024-02-17,AU,Tablet,Medium,Organic,Low,0,1,1,Awareness,1
5628,product_view,2024-02-22,AU,Tablet,Medium,Organic,Low,0,1,1,Consideration,2
5628,add_to_cart,2024-02-21,AU,Tablet,Medium,Organic,Low,0,1,1,Intent,3
5628,checkout_start,2024-02-15,AU,Tablet,Medium,Organic,Low,0,1,1,Checkout,4
5628,checkout_complete,2024-01-29,AU,Tablet,Medium,Organic,Low,66,1,1,Purchase,5
5608,page_view,2024-01-26,AU,Mobile,Low,Paid,Medium,0,1,0,Awareness,1
5608,product_view,2024-01-25,AU,Mobile,Low,Paid,Medium,0,1,0,Consideration,2
5608,add_to_cart,2024-01-30,AU,Mobile,Low,Paid,Medium,0,1,0,Intent,3
5608,checkout_start,2024-01-11,AU,Mobile,Low,Paid,Medium,0,1,0,Checkout,4
5608,checkout_complete,2024-01-31,AU,Mobile,Low,Paid,Medium,26,1,0,Purchase,5
5705,page_view,2024-02-05,CA,Desktop,Low,Paid,Low,0,1,1,Awareness,1
5705,product_view,2024-01-20,CA,Desktop,Low,Paid,Low,0,1,1,Consideration,2
5705,add_to_cart,2024-01-04,CA,Desktop,Low,Paid,Low,0,1,1,Intent,3
5705,checkout_start,2024-02-23,CA,Desktop,Low,Paid,Low,0,1,1,Checkout,4
5705,checkout_complete,2024-02-23,CA,Desktop,Low,Paid,Low,26,1,1,Purchase,5
5754,page_view,2024-01-28,UK,Mobile,Medium,Organic,Low,0,1,1,Awareness,1
5754,product_view,2024-01-09,UK,Mobile,Medium,Organic,Low,0,1,1,Consideration,2
5754,add_to_cart,2024-01-26,UK,Mobile,Medium,Organic,Low,0,1,1,Intent,3
5754,checkout_start,2024-01-09,UK,Mobile,Medium,Organic,Low,0,1,1,Checkout,4
5754,checkout_complete,2024-01-10,UK,Mobile,Medium,Organic,Low,54,1,1,Purchase,5
5054,page_view,2024-02-19,UK,Tablet,High,Organic,Low,0,1,0,Awareness,1
5054,product_view,2024-01-24,UK,Tablet,High,Organic,Low,0,1,0,Consideration,2
5054,add_to_cart,2024-01-19,UK,Tablet,High,Organic,Low,0,1,0,Intent,3
5054,checkout_start,2024-02-05,UK,Tablet,High,Organic,Low,0,1,0,Checkout,4
5054,checkout_complete,2024-02-08,UK,Tablet,High,Organic,Low,139,1,0,Purchase,5
5750,page_view,2024-02-13,AU,Mobile,Medium,Organic,Medium,0,1,1,Awareness,1
5750,product_view,2024-02-03,AU,Mobile,Medium,Organic,Medium,0,1,1,Consideration,2
5750,add_to_cart,2024-02-02,AU,Mobile,Medium,Organic,Medium,0,1,1,Intent,3
5750,checkout_start,2024-02-24,AU,Mobile,Medium,Organic,Medium,0,1,1,Checkout,4
5750,checkout_complete,2024-01-17,AU,Mobile,Medium,Organic,Medium,60,1,1,Purchase,5
5155,page_view,2024-02-26,CA,Desktop,High,Organic,Medium,0,1,1,Awareness,1
5155,product_view,2024-01-25,CA,Desktop,High,Organic,Medium,0,1,1,Consideration,2
5155,add_to_cart,2024-01-02,CA,Desktop,High,Organic,Medium,0,1,1,Intent,3
5155,checkout_start,2024-02-04,CA,Desktop,High,Organic,Medium,0,1,1,Checkout,4
5155,checkout_complete,2024-01-21,CA,Desktop,High,Organic,Medium,86,1,1,Purchase,5
5432,page_view,2024-01-19,US,Desktop,Medium,Paid,Medium,0,0,1,Awareness,1
5432,product_view,2024-01-04,US,Desktop,Medium,Paid,Medium,0,0,1,Consideration,2
5432,add_to_cart,2024-01-26,US,Desktop,Medium,Paid,Medium,0,0,1,Intent,3
5432,checkout_start,2024-02-07,US,Desktop,Medium,Paid,Medium,0,0,1,Checkout,4
5432,checkout_complete,2024-02-01,US,Desktop,Medium,Paid,Medium,81,0,1,Purchase,5
5097,page_view,2024-01-06,AU,Desktop,High,Organic,Medium,0,1,1,Awareness,1
5097,product_view,2024-02-10,AU,Desktop,High,Organic,Medium,0,1,1,Consideration,2
5097,add_to_cart,2024-02-08,AU,Desktop,High,Organic,Medium,0,1,1,Intent,3
5097,checkout_start,2024-01-04,AU,Desktop,High,Organic,Medium,0,1,1,Checkout,4
5097,checkout_complete,2024-02-18,AU,Desktop,High,Organic,Medium,92,1,1,Purchase,5
5120,page_view,2024-02-23,AU,Mobile,Low,Paid,Medium,0,0,0,Awareness,1
5120,product_view,2024-02-13,AU,Mobile,Low,Paid,Medium,0,0,0,Consideration,2
5120,add_to_cart,2024-02-27,AU,Mobile,Low,Paid,Medium,0,0,0,Intent,3
5120,checkout_start,2024-01-03,AU,Mobile,Low,Paid,Medium,0,0,0,Checkout,4
5120,checkout_complete,2024-01-02,AU,Mobile,Low,Paid,Medium,89,0,0,Purchase,5
5076,page_view,2024-02-27,US,Tablet,Low,Paid,Medium,0,1,1,Awareness,1
5076,product_view,2024-02-05,US,Tablet,Low,Paid,Medium,0,1,1,Consideration,2
5076,add_to_cart,2024-01-05,US,Tablet,Low,Paid,Medium,0,1,1,Intent,3
5076,checkout_start,2024-01-13,US,Tablet,Low,Paid,Medium,0,1,1,Checkout,4
5076,checkout_complete,2024-02-16,US,Tablet,Low,Paid,Medium,50,1,1,Purchase,5
5204,page_view,2024-01-08,UK,Mobile,High,Paid,High,0,1,1,Awareness,1
5204,product_view,2024-01-20,UK,Mobile,High,Paid,High,0,1,1,Consideration,2
5204,add_to_cart,2024-01-03,UK,Mobile,High,Paid,High,0,1,1,Intent,3
5204,checkout_start,2024-01-16,UK,Mobile,High,Paid,High,0,1,1,Checkout,4
5204,checkout_complete,2024-02-14,UK,Mobile,High,Paid,High,109,1,1,Purchase,5
5352,page_view,2024-01-21,UK,Tablet,High,Referral,High,0,1,0,Awareness,1
5352,product_view,2024-01-20,UK,Tablet,High,Referral,High,0,1,0,Consideration,2
5352,add_to_cart,2024-01-06,UK,Tablet,High,Referral,High,0,1,0,Intent,3
5352,checkout_start,2024-01-22,UK,Tablet,High,Referral,High,0,1,0,Checkout,4
5352,checkout_complete,2024-02-02,UK,Tablet,High,Referral,High,111,1,0,Purchase,5
5764,page_view,2024-01-02,AU,Desktop,Medium,Paid,Low,0,1,1,Awareness,1
5764,product_view,2024-02-10,AU,Desktop,Medium,Paid,Low,0,1,1,Consideration,2
5764,add_to_cart,2024-01-21,AU,Desktop,Medium,Paid,Low,0,1,1,Intent,3
5764,checkout_start,2024-01-02,AU,Desktop,Medium,Paid,Low,0,1,1,Checkout,4
5764,checkout_complete,2024-02-26,AU,Desktop,Medium,Paid,Low,130,1,1,Purchase,5
5208,page_view,2024-01-22,AU,Mobile,Medium,Organic,High,0,0,1,Awareness,1
5208,product_view,2024-02-12,AU,Mobile,Medium,Organic,High,0,0,1,Consideration,2
5208,add_to_cart,2024-01-15,AU,Mobile,Medium,Organic,High,0,0,1,Intent,3
5208,checkout_start,2024-01-22,AU,Mobile,Medium,Organic,High,0,0,1,Checkout,4
5208,checkout_complete,2024-02-06,AU,Mobile,Medium,Organic,High,99,0,1,Purchase,5
5367,page_view,2024-01-30,US,Mobile,Medium,Paid,High,0,1,0,Awareness,1
5367,product_view,2024-01-14,US,Mobile,Medium,Paid,High,0,1,0,Consideration,2
5367,add_to_cart,2024-01-06,US,Mobile,Medium,Paid,High,0,1,0,Intent,3
5367,checkout_start,2024-01-03,US,Mobile,Medium,Paid,High,0,1,0,Checkout,4
5367,checkout_complete,2024-01-07,US,Mobile,Medium,Paid,High,119,1,0,Purchase,5
5425,page_view,2024-01-18,US,Mobile,Medium,Organic,Low,0,1,0,Awareness,1
5425,product_view,2024-01-10,US,Mobile,Medium,Organic,Low,0,1,0,Consideration,2
5425,add_to_cart,2024-01-25,US,Mobile,Medium,Organic,Low,0,1,0,Intent,3
5425,checkout_start,2024-01-02,US,Mobile,Medium,Organic,Low,0,1,0,Checkout,4
5425,checkout_complete,2024-02-23,US,Mobile,Medium,Organic,Low,64,1,0,Purchase,5
5515,page_view,2024-02-10,US,Desktop,Medium,Paid,High,0,1,1,Awareness,1
5515,product_view,2024-01-06,US,Desktop,Medium,Paid,High,0,1,1,Consideration,2
5515,add_to_cart,2024-01-25,US,Desktop,Medium,Paid,High,0,1,1,Intent,3
5515,checkout_start,2024-01-13,US,Desktop,Medium,Paid,High,0,1,1,Checkout,4
5515,checkout_complete,2024-01-08,US,Desktop,Medium,Paid,High,137,1,1,Purchase,5
5084,page_view,2024-01-13,CA,Tablet,Medium,Paid,Medium,0,0,1,Awareness,1
5084,product_view,2024-01-31,CA,Tablet,Medium,Paid,Medium,0,0,1,Consideration,2
5084,add_to_cart,2024-01-14,CA,Tablet,Medium,Paid,Medium,0,0,1,Intent,3
5084,checkout_start,2024-01-20,CA,Tablet,Medium,Paid,Medium,0,0,1,Checkout,4
5084,checkout_complete,2024-01-29,CA,Tablet,Medium,Paid,Medium,57,0,1,Purchase,5
5010,page_view,2024-01-05,US,Mobile,High,Paid,Medium,0,1,1,Awareness,1
5010,product_view,2024-01-19,US,Mobile,High,Paid,Medium,0,1,1,Consideration,2
5010,add_to_cart,2024-02-03,US,Mobile,High,Paid,Medium,0,1,1,Intent,3
5010,checkout_start,2024-01-10,US,Mobile,High,Paid,Medium,0,1,1,Checkout,4
5010,checkout_complete,2024-01-02,US,Mobile,High,Paid,Medium,168,1,1,Purchase,5
5720,page_view,2024-01-09,CA,Desktop,Medium,Paid,High,0,1,1,Awareness,1
5720,product_view,2024-01-28,CA,Desktop,Medium,Paid,High,0,1,1,Consideration,2
5720,add_to_cart,2024-02-15,CA,Desktop,Medium,Paid,High,0,1,1,Intent,3
5720,checkout_start,2024-02-20,CA,Desktop,Medium,Paid,High,0,1,1,Checkout,4
5720,checkout_complete,2024-01-16,CA,Desktop,Medium,Paid,High,46,1,1,Purchase,5
5110,page_view,2024-02-21,AU,Tablet,Medium,Paid,High,0,1,1,Awareness,1
5110,product_view,2024-02-05,AU,Tablet,Medium,Paid,High,0,1,1,Consideration,2
5110,add_to_cart,2024-02-29,AU,Tablet,Medium,Paid,High,0,1,1,Intent,3
5110,checkout_start,2024-02-07,AU,Tablet,Medium,Paid,High,0,1,1,Checkout,4
5110,checkout_complete,2024-02-19,AU,Tablet,Medium,Paid,High,142,1,1,Purchase,5
5521,page_view,2024-01-07,UK,Desktop,High,Referral,Low,0,1,1,Awareness,1
5521,product_view,2024-02-06,UK,Desktop,High,Referral,Low,0,1,1,Consideration,2
5521,add_to_cart,2024-01-22,UK,Desktop,High,Referral,Low,0,1,1,Intent,3
5521,checkout_start,2024-01-05,UK,Desktop,High,Referral,Low,0,1,1,Checkout,4
5521,checkout_complete,2024-01-27,UK,Desktop,High,Referral,Low,209,1,1,Purchase,5
5777,page_view,2024-01-21,US,Desktop,Medium,Paid,Low,0,1,1,Awareness,1
5777,product_view,2024-01-26,US,Desktop,Medium,Paid,Low,0,1,1,Consideration,2
5777,add_to_cart,2024-02-19,US,Desktop,Medium,Paid,Low,0,1,1,Intent,3
5777,checkout_start,2024-02-14,US,Desktop,Medium,Paid,Low,0,1,1,Checkout,4
5777,checkout_complete,2024-02-22,US,Desktop,Medium,Paid,Low,124,1,1,Purchase,5
5209,page_view,2024-02-24,AU,Mobile,Low,Referral,Low,0,1,1,Awareness,1
5209,product_view,2024-02-22,AU,Mobile,Low,Referral,Low,0,1,1,Consideration,2
5209,add_to_cart,2024-01-26,AU,Mobile,Low,Referral,Low,0,1,1,Intent,3
5209,checkout_start,2024-01-04,AU,Mobile,Low,Referral,Low,0,1,1,Checkout,4
5209,checkout_complete,2024-02-21,AU,Mobile,Low,Referral,Low,53,1,1,Purchase,5
5235,page_view,2024-01-13,CA,Mobile,High,Paid,Low,0,1,0,Awareness,1
5235,product_view,2024-02-18,CA,Mobile,High,Paid,Low,0,1,0,Consideration,2
